url,titol,preu_eur,ubicacio,superficie_construida_m2,superficie_util_m2,habitacions,banys,planta,referencia,data_extraccio
https://www.pisos.com/alquilar/apartamento-sant_marti-62561549362_106700/,,4200,,140 m²,,3,,,Luisa Vila,2026-04-06
https://www.pisos.com/alquilar/apartamento-ciutat_vella-62579695955_106700/,,4200,,96 m²,,3,,,Victoria Central,2026-04-06
https://www.pisos.com/alquilar/apartamento-ciutat_vella-62567487690_106700/,,3500,,40 m²,,1,,,Margarita,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella-62598703588_106700/,,3500,,40 m²,,1,,,GABI,2026-04-06
https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08006-62526879765_106700/,,4200,,98 m²,,3,,,atico david,2026-04-06
https://www.pisos.com/alquilar/apartamento-gracia_distrito-62567124057_106700/,,3700,,60 m²,,2,,,The Gracia Terrace,2026-04-06
https://www.pisos.com/alquilar/apartamento-barcelona_capital_eixample-62567721170_106700/,,3800,,80 m²,,2,,,Christina Suites,2026-04-06
https://www.pisos.com/alquilar/piso-barcelona_capital_eixample-62557546699_106700/,,4200,,75 m²,,3,,,Tucson Suites III,2026-04-06
https://www.pisos.com/alquilar/apartamento-la_font_de_la_guatlla08004-62554756191_106700/,,3800,,110 m²,,2,,,Phoenix Dúplex,2026-04-06
https://www.pisos.com/alquilar/apartamento-barcelona_capital_eixample-62565916930_106700/,,3700,,66 m²,,2,,,Paula Terrace,2026-04-06
https://www.pisos.com/alquilar/apartamento-barcelona_capital_eixample-62569651713_106700/,,3700,,60 m²,,2,,,New Central,2026-04-06
https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-62537154596_522145/,,8100,,130 m²,,2,,4ª,000897,2026-04-06
https://www.pisos.com/alquilar/piso-el_putxet_el_farro08006-61688444031_106500/,,950,,33 m²,,,,3ª,21035,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-43418147184_100500/,,4425,,135 m²,,4,,6ª,IZTAPA,2026-04-06
https://www.pisos.com/alquilar/piso-el_camp_de_arpa_del_clot-61674405095_106500/,,1629,,102 m²,,4,,4ª,21016,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-61712677958_108900/,,2000,,70 m²,,2,,1ª,1768,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-61710882372_100500/,,2795,,83 m²,,2,,5ª,HIDALGO,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-61683649592_100500/,,3025,,70 m²,,2,,3ª,SONORA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61762704994_100500/,,2545,,76 m²,,2,,1ª,PARU,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-61760476490_100500/,,3010,,80 m²,,2,,1ª,AKITA,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria-40875446730_100500/,,2765,,74 m²,,2,,,PEGASO,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40840603206_100500/,,3550,,66 m²,,2,,6ª,MONT,2026-04-06
https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou-61721843249_100500/,,2265,,60 m²,,2,,5ª,ROC,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61711555340_100500/,,2270,,60 m²,,1,,2ª,MERZOUGA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61721841217_100500/,,2440,,60 m²,,2,,1ª,SANUR,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-61687081786_100500/,,2405,,80 m²,,2,,1ª,ACATENANGO,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-61706683267_100500/,,2740,,64 m²,,2,,4ª,MIRAVET,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-61719191064_100500/,,3320,,93 m²,,3,,3ª,NATUNA,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria-61723326120_100500/,,3165,,67 m²,,2,,2ª,SCALA,2026-04-06
https://www.pisos.com/alquilar/atico-antiga_esquerra_de_eixample-61696379117_100500/,,1975,,78 m²,,1,,4ª,ATACAMA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-61693826068_100500/,,2455,,98 m²,,3,,2ª,TAOUDENI,2026-04-06
https://www.pisos.com/alquilar/atico-la_dreta_de_eixample-61753034232_100500/,,3570,,80 m²,,2,,6ª,TAIGA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-61695933457_100500/,,3770,,128 m²,,2,,4ª,KUTA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61686114527_100500/,,3170,,170 m²,,2,,,PASIR,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-61708080291_100500/,,2700,,49 m²,,1,,3ª,BRISA,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-61687700023_100500/,,2730,,95 m²,,3,,2ª,IZABAL,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61757610035_100500/,,5225,,162 m²,,4,,4ª,RINCA,2026-04-06
https://www.pisos.com/alquilar/atico-el_fort_pienc08013-61704694674_100500/,,2800,,73 m²,,1,,5ª,CALIU,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-48398122597_100500/,,3025,,85 m²,,2,,2ª,DENALI,2026-04-06
https://www.pisos.com/alquilar/atico-pedralbes08034-61727962561_108900/,,7900,,300 m²,,5,,5ª,1759,2026-04-06
https://www.pisos.com/alquilar/apartamento-sant_gervasi_la_bonanova08006-61709696963_522145/,,2400,,89 m²,,1,,2ª,000875,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61686133067_106500/,,3000,,75 m²,,3,,,104917573-104917573,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61712618982_100500/,,4520,,159 m²,,4,,2ª,CAITA,2026-04-06
https://www.pisos.com/alquilar/atico-sant_pere_santa_caterina_la_ribera08003-61723333871_522145/,,7500,,300 m²,,2,,4ª,000867,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08008-61713389730_522145/,,9800,,220 m²,,4,,4ª,000868,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08015-61737953808_100500/,,3375,,95 m²,,3,,6ª,HERMO,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08029-61757203711_100500/,,3475,,93 m²,,3,,6ª,CEIBO,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-61692790824_100500/,,3035,,120 m²,,3,,3ª,THRACIAN,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08029-61755554693_100500/,,3265,,94 m²,,3,,2ª,TURRU,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08021-61692353396_100500/,,3095,,91 m²,,3,,6ª,DOTA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61688184591_100500/,,3360,,96 m²,,3,,3ª,REIS,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-61710233333_100500/,,3515,,85 m²,,2,,2ª,AKSARAY,2026-04-06
https://www.pisos.com/alquilar/piso-el_putxet_el_farro08022-61687460198_100500/,,2615,,84 m²,,2,,1ª,CLAES,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08021-61705487812_100500/,,7145,,203 m²,,4,,3ª,KARAL,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval-61729407383_100500/,,3480,,93 m²,,2,,1ª,HECATE,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_la_bonanova08022-61719347370_100500/,,3135,,82 m²,,2,,2ª,SINAN,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61704062741_100500/,,2505,,48 m²,,1,,1ª,NYX,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-61715595001_100500/,,3295,,110 m²,,2,,5ª,LYGOS,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61694426256_100500/,,3325,,108 m²,,3,,4ª,KABATAS,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61742923172_100500/,,3695,,95 m²,,2,,,MONTERRICO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-61689358017_100500/,,2900,,91 m²,,2,,4ª,PACAYA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-61749342339_100500/,,2330,,97 m²,,2,,3ª,IPEK,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-61670673729_100500/,,2655,,109 m²,,2,,1ª,ASMALI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61684473832_100500/,,3350,,93 m²,,2,,3ª,CIRCE,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61681702667_100500/,,2555,,81 m²,,2,,5ª,TUIS,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-61746493926_100500/,,4195,,166 m²,,3,,2ª,SARK,2026-04-06
https://www.pisos.com/alquilar/atico-el_camp_en_grassot_gracia_nova08024-61707304124_100500/,,1950,,62 m²,,2,,9ª,HARING,2026-04-06
https://www.pisos.com/alquilar/piso-el_barri_gotic08002-61758607059_100500/,,3080,,94 m²,,2,,2ª,ILANI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61673805260_100500/,,3995,,122 m²,,3,,,KRASNER,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio-61762136181_100500/,,2235,,78 m²,,2,,2ª,CARIS,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-61672173320_100500/,,2785,,97 m²,,2,,2ª,KEVRAN,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-61746214084_100500/,,3470,,133 m²,,4,,3ª,TAKALIK,2026-04-06
https://www.pisos.com/alquilar/piso-el_poble_sec08004-61742319816_100500/,,2210,,70 m²,,2,,,ABANGARES,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61735821366_100500/,,5000,,133 m²,,3,,1ª,IXCHEL,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61739755920_100500/,,4720,,110 m²,,3,,1ª,KAAX,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia-40917718631_100500/,,2960,,75 m²,,3,,5ª,HEMBA,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-61728595777_100500/,,4325,,122 m²,,3,,4ª,CURU,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_la_bonanova08022-61707901569_100500/,,2755,,82 m²,,2,,3ª,WARHOL,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-61697921459_100500/,,2740,,75 m²,,2,,4ª,MASLAK,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-61669866558_100500/,,1840,,74 m²,,2,,3ª,YESIL,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40865655374_100500/,,4825,,134 m²,,3,,2ª,ANORA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-61732481304_100500/,,2605,,99 m²,,2,,2ª,DEISIS,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria-61759746650_100500/,,4255,,138 m²,,3,,1ª,ARENAL,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-61687293935_100500/,,3925,,101 m²,,3,,4ª,DAVUT,2026-04-06
https://www.pisos.com/alquilar/piso-provencals_del_poblenou-61732536575_100500/,,2630,,75 m²,,2,,5ª,ALTOS,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61692043099_100500/,,3705,,93 m²,,2,,2ª,ECHIDNA,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-61766600309_100500/,,2305,,74 m²,,2,,4ª,NEVELSON,2026-04-06
https://www.pisos.com/alquilar/piso-sants_montjuic_sants08014-61676636280_100500/,,2560,,70 m²,,2,,6ª,HUILA,2026-04-06
https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08006-61727592390_100500/,,4490,,115 m²,,3,,8ª,DAPHNE,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-61744196287_100500/,,2410,,85 m²,,2,,4ª,JABI,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_la_bonanova08022-61747728945_100500/,,2540,,76 m²,,2,,4ª,TORIL,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-61669980664_100500/,,3480,,225 m²,,3,,1ª,SISHANE,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61739787812_100500/,,3990,,134 m²,,2,,5ª,IASO,2026-04-06
https://www.pisos.com/alquilar/piso-el_poble_sec08004-61671158508_100500/,,2245,,78 m²,,2,,3ª,OROSI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61766295792_100500/,,3210,,69 m²,,2,,2ª,YAKI,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61761860213_100500/,,4960,,141 m²,,3,,2ª,PETEN,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-61671140442_100500/,,2635,,78 m²,,3,,1ª,ZARCO,2026-04-06
https://www.pisos.com/alquilar/piso-sants_montjuic_sants-61726947615_100500/,,2685,,98 m²,,2,,2ª,CAHUITA,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-61704808380_100500/,,3270,,104 m²,,3,,4ª,LEVENT,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40910359008_100500/,,4375,,120 m²,,3,,5ª,YULU,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-61722833087_100500/,,2605,,63 m²,,2,,4ª,ZUNYA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61725121658_100500/,,4220,,116 m²,,3,,3ª,NICOYA,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08007-61703820853_100500/,,3875,,93 m²,,2,,4ª,MOMUS,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61759806134_100500/,,3555,,92 m²,,3,,2ª,EDERA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia-61764522139_100500/,,2715,,86 m²,,1,,5ª,LEWITT,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61743069129_100500/,,3210,,90 m²,,2,,3ª,TAUCA,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-61697336204_100500/,,2870,,70 m²,,2,,1ª,AINO,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella-40903814884_100500/,,4285,,174 m²,,3,,3ª,MAHORO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-61675488042_100500/,,4265,,115 m²,,3,,2ª,LIANG,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61736188666_100500/,,3165,,79 m²,,2,,4ª,NAL,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61723134413_100500/,,2920,,65 m²,,1,,2ª,KASBA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia-61738462067_100500/,,2405,,42 m²,,1,,1ª,FAYA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61724579481_100500/,,2830,,76 m²,,2,,2ª,POLLOCK,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval-61715614646_100500/,,3720,,101 m²,,3,,5ª,SIPURA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-61670680180_100500/,,4510,,113 m²,,3,,3ª,TALAT,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-61698282759_100500/,,4465,,119 m²,,3,,2ª,MALAY,2026-04-06
https://www.pisos.com/alquilar/piso-el_putxet_el_farro08022-61711968627_100500/,,1935,,84 m²,,1,,,PERSEPHONE,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40917667643_100500/,,2530,,95 m²,,3,,4ª,MITAKA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_olimpica_del_poblenou-61766103709_100500/,,3985,,91 m²,,2,,3ª,IDIR,2026-04-06
https://www.pisos.com/alquilar/atico-la_dreta_de_eixample-61751359422_100500/,,3720,,90 m²,,1,,8ª,CAPITAN,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-61677362000_100500/,,2685,,60 m²,,2,,1ª,MOJO,2026-04-06
https://www.pisos.com/alquilar/piso-el_parc_la_llacuna_del_poblenou08018-61709270487_100500/,,3860,,91 m²,,2,,4ª,ASRIR,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-60867946237_101800/,,6900,,305 m²,,6,,,I-0489OV-W-0489OV,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-60864360467_141200/,,5100,,223 m²,,7,,3ª,002705,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08021-60932363822_108900/,,4500,,220 m²,,5,,,A-GALVANY-05,2026-04-06
https://www.pisos.com/alquilar/estudio-el_barri_gotic08002-60915487104_100500/,,1195,,42 m²,,,,Bajo,342801225749,2026-04-06
https://www.pisos.com/alquilar/piso-sant_andreu_barrio-60893468735_100500/,,1420,,58 m²,,1,,1ª,ASC52.1B.BCN/9298,2026-04-06
https://www.pisos.com/alquilar/piso-sant_andreu_barrio08030-60890062729_100500/,,1800,,100 m²,,2,,Bajo,ASC52.BA.BCN/9298,2026-04-06
https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-60925106125_522145/,,3800,,59 m²,,2,,3ª,000831,2026-04-06
https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-60086347690_522145/,,5939,,170 m²,,3,,4ª,000819,2026-04-06
https://www.pisos.com/alquilar/casa-sarria_sant_gervasi_sarria08017-60070961220_148700/,,5900,,313 m²,,5,,,003177,2026-04-06
https://www.pisos.com/alquilar/casa-sarria_sant_gervasi_sarria08017-60092549930_108900/,,15000,,480 m²,,6,,,1493,2026-04-06
https://www.pisos.com/alquilar/atico-diagonal_mar_el_front_maritim_del_poblenou08019-60085956180_109300/,,6000,,158 m²,,3,,10ª,4470,2026-04-06
https://www.pisos.com/alquilar/apartamento-la_nova_esquerra_de_eixample-60058116411_100500/,,1850,,52 m²,,1,,2ª,90045LP/6680,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-60074239083_106500/,,2600,,96 m²,,2,,,103960634-GV-233 6,2026-04-06
https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou-59204118930_106500/,,3950,,75 m²,,2,,,106473706-106473706,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia-58365698341_522145/,,4500,,100 m²,,2,,3ª,Danielas,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-58433211096_106500/,,2780,,100 m²,,3,,,103342774-Bossa,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-58388087041_100500/,,2040,,60 m²,,2,,3ª,YENDA,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08007-58394440167_100500/,,6330,,239 m²,,5,,4ª,MIRRA,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-57548708644_100500/,,3230,,78 m²,,3,,2ª,CAZU,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-57596520101_100500/,,2460,,109 m²,,3,,2ª,SAVEGRE,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-57560274825_100500/,,3345,,83 m²,,3,,4ª,LOMA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-57583824077_100500/,,3105,,110 m²,,3,,1ª,BINGIN,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08008-56742793466_100500/,,4915,,184 m²,,5,,3ª,KAFTAN,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-56667905825_100500/,,4145,,96 m²,,2,,,ADA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-56756070434_100500/,,2920,,73 m²,,2,,,MEKO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-56685074161_100500/,,7120,,187 m²,,4,,1ª,QUIRA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-56749945847_100500/,,2025,,44 m²,,1,,2ª,TIQUI,2026-04-06
https://www.pisos.com/alquilar/piso-el_camp_en_grassot_gracia_nova-55878369097_100500/,,2570,,76 m²,,3,,4ª,TULUM,2026-04-06
https://www.pisos.com/alquilar/piso-el_putxet_el_farro-55888664333_100500/,,2500,,74 m²,,2,,5ª,BAYAL,2026-04-06
https://www.pisos.com/alquilar/piso-el_putxet_el_farro08022-55914730836_100500/,,2145,,78 m²,,2,,1ª,JABILLOS,2026-04-06
https://www.pisos.com/alquilar/piso-el_poble_sec08004-55903838989_100500/,,2215,,85 m²,,2,,,QUEPO,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08029-52586281509_100500/,,3170,,137 m²,,2,,1ª,BARU,2026-04-06
https://www.pisos.com/alquilar/loft-sant_pere_santa_caterina_la_ribera08003-51690353170_101800/,,7500,,293 m²,,2,,4ª,I-00L780-W-02YNNN,2026-04-06
https://www.pisos.com/alquilar/piso-el_putxet_el_farro08023-50834642877_100500/,,6365,,164 m²,,4,,7ª,ADILE,2026-04-06
https://www.pisos.com/alquilar/piso-les_tres_torres-50086164202_100500/,,3370,,93 m²,,3,,5ª,GUMUS,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08021-50093623657_101800/,,4000,,188 m²,,4,,,I-00L5E8-W-02XRSG,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-49206925666_100500/,,3590,,108 m²,,3,,1ª,KUSKU,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-49242748449_100500/,,4440,,123 m²,,3,,4ª,FENER,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-49215413295_100500/,,3805,,108 m²,,3,,2ª,WALLA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-49234613854_100500/,,3760,,110 m²,,3,,2ª,CHIXOY,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-49183024575_100500/,,4785,,110 m²,,3,,3ª,AMATITLAN,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-49204696614_100500/,,3675,,120 m²,,2,,1ª,MAVI,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_la_bonanova08022-49174879942_100500/,,2490,,76 m²,,2,,3ª,YAZ,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40876972397_100500/,,2230,,60 m²,,2,,2ª,PRAIANO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-48426133014_100500/,,2950,,118 m²,,3,,6ª,BASIL,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-48396681014_100500/,,3675,,91 m²,,2,,2ª,PALEO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-47533927779_101800/,,4200,,110 m²,,3,,3ª,I-00L38Z-W-02X7GF,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44265904297_108900/,,4950,,124 m²,,3,,4ª,A-SARRIA-02,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44238754094_108900/,,4950,,124 m²,,3,,3ª,A-SARRIA-03,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44224168985_108900/,,4950,,124 m²,,3,,2ª,A-SARRIA-05,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44195324838_108900/,,4950,,124 m²,,3,,1ª,A-SARRIA-07,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44215182659_108900/,,4950,,124 m²,,3,,3ª,A-SARRIA-04,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-44215997064_108900/,,4950,,124 m²,,3,,2ª,A-SARRIA-06,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-44234823677_100500/,,2395,,62 m²,,2,,4ª,CASTELL,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08036-40872508697_100500/,,5585,,132 m²,,4,,1ª,VICO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-40894200024_100500/,,2680,,100 m²,,2,,6ª,JAEN,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08015-40894466249_100500/,,2630,,80 m²,,2,,2ª,BARI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40923061922_100500/,,2275,,100 m²,,1,,1ª,HUELMA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-40924221614_100500/,,4375,,95 m²,,2,,1ª,BAKA,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-40847811124_100500/,,3870,,80 m²,,2,,2ª,NOGUERA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40928772237_100500/,,2750,,95 m²,,2,,5ª,FELIU,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-40890416090_100500/,,3340,,110 m²,,2,,1ª,HUNDE,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40908130523_100500/,,2225,,66 m²,,2,,5ª,BOTIJO,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia-40926264239_100500/,,3115,,90 m²,,3,,,GIRALDA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40916174124_100500/,,2645,,66 m²,,2,,4ª,OLITE,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-40837536932_100500/,,2875,,67 m²,,2,,6ª,ZUBIA,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-40909846968_100500/,,2730,,70 m²,,2,,1ª,TAGBU,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-40894783659_100500/,,2580,,102 m²,,3,,2ª,NIVE,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-40904485959_100500/,,2880,,76 m²,,2,,1ª,TIBI,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria-40930465521_100500/,,3595,,77 m²,,2,,1ª,CONCA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40923793684_100500/,,3375,,81 m²,,2,,1ª,PEDRERA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40911620156_100500/,,3405,,144 m²,,2,,1ª,CLIENTO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-40861857416_100500/,,4460,,120 m²,,3,,3ª,RAVELLO,2026-04-06
